ID,Source,Duration in Minutes,Start Time,End Time,Amount,Kiosk ID,App Zone ID,App Zone Group,Payment Method,Location Group,Last Updated
84772275,Parking Meters,60,8/4/2021 17:03,8/4/2021 18:03,2.25,10000443,,,CARD,Core,5/4/2023 21:34
84772276,Parking Meters,60,8/4/2021 17:03,8/4/2021 18:03,2.25,71002018,,,CARD,Toomey,5/4/2023 21:34
84772277,Parking Meters,415.8,8/4/2021 17:03,8/4/2021 23:58,23.76,10000304,,,CARD,Core,5/4/2023 21:34
84772278,Parking Meters,415.91666,8/4/2021 17:03,8/4/2021 23:58,23.77,10000133,,,CARD,Core,5/4/2023 21:34
84772279,Parking Meters,42,8/4/2021 17:02,8/4/2021 17:44,1.4,35001504,,,COINS,West Campus,5/4/2023 21:34
84772281,Parking Meters,56.466667,8/4/2021 17:03,8/4/2021 18:00,2.25,27002703,,,CARD,Colorado River,5/4/2023 21:34
84772282,Parking Meters,56.633335,8/4/2021 17:03,8/4/2021 18:00,2,91001901,,,CARD,MACC Lot,5/4/2023 21:34
84772287,Parking Meters,55.85,8/4/2021 17:04,8/4/2021 18:00,2.25,20001418,,,CARD,Non-Core,5/4/2023 21:34
84772293,Parking Meters,135,8/4/2021 17:03,8/4/2021 19:18,4.75,10000861,,,CARD,Core,5/4/2023 21:34
84772294,Parking Meters,145,8/4/2021 17:03,8/4/2021 19:28,5,10000202,,,COINS,Core,5/4/2023 21:34
84772295,Parking Meters,180,8/4/2021 17:04,8/4/2021 20:04,7.25,10000515,,,CARD,Core,5/4/2023 21:34
84772297,Parking Meters,67.5,8/4/2021 17:04,8/4/2021 18:11,2.25,10000308,,,CARD,Core,5/4/2023 21:34
84772824,Parking Meters,21.15,8/4/2021 17:38,8/4/2021 18:00,2.25,28002802,,,CARD,Austin High,5/4/2023 21:34
84772825,Parking Meters,105,8/4/2021 17:39,8/4/2021 19:24,3.75,10000401,,,CARD,Core,5/4/2023 21:34
84772829,Parking Meters,75,8/4/2021 17:38,8/4/2021 18:53,2.75,10000307,,,CARD,Core,5/4/2023 21:34
84772832,Parking Meters,60,8/4/2021 17:38,8/4/2021 18:38,2.25,26002639,,,CARD,Mueller,5/4/2023 21:34
84772834,Parking Meters,135,8/4/2021 17:38,8/4/2021 19:53,4.75,71002003,,,CARD,Toomey,5/4/2023 21:34
84772838,Parking Meters,127.61667,8/4/2021 17:37,8/4/2021 19:45,3.75,24002491,,,CARD,East Austin,5/4/2023 21:34
84772839,Parking Meters,105,8/4/2021 17:39,8/4/2021 19:24,3.75,24002401,,,CARD,East Austin,5/4/2023 21:34
84772843,Parking Meters,90,8/4/2021 17:38,8/4/2021 19:08,3.25,10001203,,,CARD,Core,5/4/2023 21:34
84772844,Parking Meters,379.66666,8/4/2021 17:39,8/4/2021 23:58,20.31,10000603,,,CARD,Core,5/4/2023 21:34
84772845,Parking Meters,90,8/4/2021 17:39,8/4/2021 19:09,3.25,10000810,,,CARD,Core,5/4/2023 21:34
84772846,Parking Meters,90,8/4/2021 17:39,8/4/2021 19:09,3.25,10000443,,,CARD,Core,5/4/2023 21:34
84772848,Parking Meters,105,8/4/2021 17:40,8/4/2021 19:25,3.75,24002449,,,CARD,East Austin,5/4/2023 21:34
84772853,Parking Meters,90,8/4/2021 17:40,8/4/2021 19:10,3.25,10000229,,,CARD,Core,5/4/2023 21:34
84772858,Parking Meters,60,8/4/2021 17:39,8/4/2021 18:39,2.25,10000311,,,CARD,Core,5/4/2023 21:34
84772859,Parking Meters,165,8/4/2021 17:39,8/4/2021 20:24,6.25,10001004,,,CARD,Core,5/4/2023 21:34
84772860,Parking Meters,60,8/4/2021 17:40,8/4/2021 18:40,2.25,10000803,,,CARD,Core,5/4/2023 21:34
84773170,Parking Meters,90,8/4/2021 18:03,8/4/2021 19:33,3.25,24002423,,,CARD,East Austin,5/4/2023 21:34
84773171,Parking Meters,60,8/4/2021 18:03,8/4/2021 19:03,2.25,61001627,,,CARD,Rainey,5/4/2023 21:34
84773172,Parking Meters,356.4,8/4/2021 18:02,8/4/2021 23:59,18.89,10000504,,,CARD,Core,5/4/2023 21:34
84773173,Parking Meters,210,8/4/2021 18:04,8/4/2021 21:34,8.5,10000824,,,CARD,Core,5/4/2023 21:34
84773175,Parking Meters,70.5,8/4/2021 18:03,8/4/2021 19:13,2.35,10000326,,,COINS,Core,5/4/2023 21:34
84773243,Parking Meters,120,8/4/2021 18:08,8/4/2021 20:08,4.25,10001035,,,CARD,Core,5/4/2023 21:34
84773244,Parking Meters,60,8/4/2021 18:09,8/4/2021 19:09,2.25,24002432,,,CARD,East Austin,5/4/2023 21:34
84773245,Parking Meters,150,8/4/2021 18:09,8/4/2021 20:39,5.5,24002475,,,CARD,East Austin,5/4/2023 21:34
84773246,Parking Meters,150,8/4/2021 18:09,8/4/2021 20:39,5.5,24002457,,,CARD,East Austin,5/4/2023 21:34
84773250,Parking Meters,349.16666,8/4/2021 18:09,8/4/2021 23:58,18.16,10001027,,,CARD,Core,5/4/2023 21:34
84773254,Parking Meters,60,8/4/2021 18:10,8/4/2021 19:10,2.25,10000745,,,CARD,Core,5/4/2023 21:34
84773255,Parking Meters,165,8/4/2021 18:09,8/4/2021 20:54,6.25,10000643,,,CARD,Core,5/4/2023 21:34
84773257,Parking Meters,165,8/4/2021 18:10,8/4/2021 20:55,6.25,10000635,,,CARD,Core,5/4/2023 21:34
84773258,Parking Meters,120,8/4/2021 18:10,8/4/2021 20:10,4.25,24002423,,,CARD,East Austin,5/4/2023 21:34
84773260,Parking Meters,165,8/4/2021 18:10,8/4/2021 20:55,6.25,61001626,,,CARD,Rainey,5/4/2023 21:34
84773261,Parking Meters,120,8/4/2021 18:09,8/4/2021 20:09,4.25,10000709,,,CARD,Core,5/4/2023 21:34
84773264,Parking Meters,270,8/4/2021 18:10,8/4/2021 22:40,12.5,10000208,,,CARD,Core,5/4/2023 21:34
84773266,Parking Meters,60,8/4/2021 18:10,8/4/2021 19:10,2.25,10001016,,,CARD,Core,5/4/2023 21:34
84773267,Parking Meters,120,8/4/2021 18:10,8/4/2021 20:10,4.25,24002433,,,CARD,East Austin,5/4/2023 21:34
84773269,Parking Meters,225,8/4/2021 18:10,8/4/2021 21:55,9.5,10000334,,,CARD,Core,5/4/2023 21:34
84773272,Parking Meters,180,8/4/2021 18:11,8/4/2021 21:11,7.25,10000635,,,CARD,Core,5/4/2023 21:34
84773273,Parking Meters,135,8/4/2021 18:12,8/4/2021 20:27,4.75,61001624,,,CARD,Rainey,5/4/2023 21:34
84773302,Parking Meters,120,8/4/2021 18:13,8/4/2021 20:13,4.25,10000510,,,CARD,Core,5/4/2023 21:34
84773304,Parking Meters,105,8/4/2021 18:14,8/4/2021 19:59,3.75,10001040,,,CARD,Core,5/4/2023 21:34
84773306,Parking Meters,135,8/4/2021 18:14,8/4/2021 20:29,4.75,10000133,,,CARD,Core,5/4/2023 21:34
84773307,Parking Meters,180,8/4/2021 18:14,8/4/2021 21:14,7.25,10000726,,,CARD,Core,5/4/2023 21:34
84773308,Parking Meters,165,8/4/2021 18:14,8/4/2021 20:59,6.25,71002016,,,CARD,Toomey,5/4/2023 21:34
84773309,Parking Meters,60,8/4/2021 18:14,8/4/2021 19:14,2.25,24002427,,,CARD,East Austin,5/4/2023 21:34
84773312,Parking Meters,105,8/4/2021 18:15,8/4/2021 20:00,3.75,71002019,,,CARD,Toomey,5/4/2023 21:34
84773313,Parking Meters,120,8/4/2021 18:15,8/4/2021 20:15,4.25,10001005,,,CARD,Core,5/4/2023 21:34
84773315,Parking Meters,315,8/4/2021 18:14,8/4/2021 23:29,15.5,10000513,,,CARD,Core,5/4/2023 21:34
84773321,Parking Meters,165,8/4/2021 18:15,8/4/2021 21:00,6.25,71002017,,,CARD,Toomey,5/4/2023 21:34
84773711,Parking Meters,60,8/4/2021 18:47,8/4/2021 19:47,2.25,10001028,,,CARD,Core,5/4/2023 21:34
84773712,Parking Meters,174.75,8/4/2021 18:46,8/4/2021 20:38,3.4,10001226,,,COINS,Core,5/4/2023 21:34
84773713,Parking Meters,311.31668,8/4/2021 18:47,8/4/2021 23:58,15.31,10000316,,,CARD,Core,5/4/2023 21:34
84773714,Parking Meters,210,8/4/2021 18:47,8/4/2021 22:17,8.5,10000832,,,CARD,Core,5/4/2023 21:34
84773784,Parking Meters,60,8/4/2021 18:54,8/4/2021 19:54,2.25,26002633,,,CARD,Mueller,5/4/2023 21:34
84773785,Parking Meters,305.01666,8/4/2021 18:53,8/4/2021 23:58,15,10000307,,,CARD,Core,5/4/2023 21:34
84773788,Parking Meters,135,8/4/2021 18:54,8/4/2021 21:09,4.75,10001013,,,CARD,Core,5/4/2023 21:34
84773789,Parking Meters,60,8/4/2021 18:54,8/4/2021 19:54,2.25,10000745,,,CARD,Core,5/4/2023 21:34
84773790,Parking Meters,240,8/4/2021 18:54,8/4/2021 22:54,10.75,10001017,,,CARD,Core,5/4/2023 21:34
84773791,Parking Meters,60,8/4/2021 18:55,8/4/2021 19:55,2.25,26002609,,,CARD,Mueller,5/4/2023 21:34
84773793,Parking Meters,210,8/4/2021 18:53,8/4/2021 22:23,8.5,71002006,,,CARD,Toomey,5/4/2023 21:34
84773795,Parking Meters,135,8/4/2021 18:54,8/4/2021 21:09,4.75,24002473,,,CARD,East Austin,5/4/2023 21:34
84773796,Parking Meters,90,8/4/2021 18:54,8/4/2021 20:24,3.25,24002421,,,CARD,East Austin,5/4/2023 21:34
84773797,Parking Meters,135,8/4/2021 18:55,8/4/2021 21:10,4.75,10000410,,,CARD,Core,5/4/2023 21:34
84773798,Parking Meters,120,8/4/2021 18:55,8/4/2021 20:55,4.25,61001627,,,CARD,Rainey,5/4/2023 21:34
84773799,Parking Meters,105,8/4/2021 18:54,8/4/2021 20:39,3.75,10000329,,,CARD,Core,5/4/2023 21:34
84773800,Parking Meters,105,8/4/2021 18:52,8/4/2021 20:37,3.75,61001631,,,CARD,Rainey,5/4/2023 21:34
84773804,Parking Meters,195,8/4/2021 18:54,8/4/2021 21:07,3.5,10000856,,,CARD,Core,5/4/2023 21:34
84773849,Parking Meters,165,8/4/2021 18:59,8/4/2021 21:44,6.25,10000324,,,CARD,Core,5/4/2023 21:34
84773851,Parking Meters,105,8/4/2021 19:00,8/4/2021 20:45,3.75,24002410,,,CARD,East Austin,5/4/2023 21:34
84773853,Parking Meters,59.983334,8/4/2021 19:00,8/4/2021 20:00,2.25,26002614,,,CARD,Mueller,5/4/2023 21:34
84773856,Parking Meters,120,8/4/2021 19:00,8/4/2021 21:00,4.25,10000208,,,CARD,Core,5/4/2023 21:34
84773857,Parking Meters,120,8/4/2021 19:01,8/4/2021 21:01,4.25,24002471,,,CARD,East Austin,5/4/2023 21:34
84773859,Parking Meters,60,8/4/2021 19:01,8/4/2021 20:01,2.25,24002416,,,CARD,East Austin,5/4/2023 21:34
84773860,Parking Meters,270,8/4/2021 19:00,8/4/2021 23:30,12.5,10000109,,,CARD,Core,5/4/2023 21:34
84773926,Parking Meters,229,8/4/2021 18:10,8/4/2021 21:59,5,81002109,,,CARD,Walter,5/4/2023 21:34
84773927,Parking Meters,225,8/4/2021 18:14,8/4/2021 21:59,5,81002109,,,CARD,Walter,5/4/2023 21:34
84773928,Parking Meters,223,8/4/2021 18:16,8/4/2021 21:59,5,81002109,,,CARD,Walter,5/4/2023 21:34
84773929,Parking Meters,215,8/4/2021 18:24,8/4/2021 21:59,5,81002109,,,CARD,Walter,5/4/2023 21:34
84773930,Parking Meters,213,8/4/2021 18:26,8/4/2021 21:59,5,81002109,,,COINS,Walter,5/4/2023 21:34
84774455,Parking Meters,240.23334,8/4/2021 19:58,8/4/2021 23:58,10.76,10001051,,,CARD,Core,5/4/2023 21:34
84774530,Parking Meters,135,8/4/2021 20:07,8/4/2021 22:22,4.75,10000324,,,CARD,Core,5/4/2023 21:34
84774532,Parking Meters,60,8/4/2021 20:07,8/4/2021 21:07,2.25,24002436,,,CARD,East Austin,5/4/2023 21:34
84774535,Parking Meters,165,8/4/2021 20:08,8/4/2021 22:53,6.25,24002494,,,CARD,East Austin,5/4/2023 21:34
84774606,Parking Meters,90,8/4/2021 20:16,8/4/2021 21:46,3.25,10000403,,,CARD,Core,5/4/2023 21:34
84774607,Parking Meters,120,8/4/2021 20:15,8/4/2021 22:15,4.25,10001016,,,CARD,Core,5/4/2023 21:34
84774610,Parking Meters,90,8/4/2021 20:16,8/4/2021 21:46,3.25,10001036,,,CARD,Core,5/4/2023 21:34
84774611,Parking Meters,60,8/4/2021 20:17,8/4/2021 21:17,2.25,20001408,,,CARD,Non-Core,5/4/2023 21:34
84774612,Parking Meters,222,8/4/2021 20:17,8/4/2021 23:59,9.3,10000626,,,CARD,Core,5/4/2023 21:34
84774613,Parking Meters,180,8/4/2021 20:17,8/4/2021 23:17,7.25,61001601,,,CARD,Rainey,5/4/2023 21:34
84774614,Parking Meters,150,8/4/2021 20:16,8/4/2021 22:46,5.5,10000336,,,CARD,Core,5/4/2023 21:34
84774617,Parking Meters,60,8/4/2021 20:17,8/4/2021 21:17,2.25,61001607,,,CARD,Rainey,5/4/2023 21:34
84774620,Parking Meters,135,8/4/2021 20:18,8/4/2021 21:33,2.5,24002429,,,CARD,East Austin,5/4/2023 21:34
84774621,Parking Meters,60,8/4/2021 20:18,8/4/2021 21:18,2.25,24002424,,,CARD,East Austin,5/4/2023 21:34
84774623,Parking Meters,60,8/4/2021 20:18,8/4/2021 21:18,2.25,24002432,,,CARD,East Austin,5/4/2023 21:34
84774624,Parking Meters,219.96666,8/4/2021 20:19,8/4/2021 23:58,9.16,10000303,,,CARD,Core,5/4/2023 21:34
84774625,Parking Meters,135,8/4/2021 20:18,8/4/2021 22:33,4.75,10000745,,,CARD,Core,5/4/2023 21:34
84774626,Parking Meters,165,8/4/2021 20:18,8/4/2021 23:03,6.25,10000510,,,CARD,Core,5/4/2023 21:34
84774627,Parking Meters,60,8/4/2021 20:19,8/4/2021 21:19,2.25,24002479,,,CARD,East Austin,5/4/2023 21:34
84774628,Parking Meters,90,8/4/2021 20:18,8/4/2021 21:48,3.25,10000516,,,CARD,Core,5/4/2023 21:34
84774658,Parking Meters,95.73333,8/4/2021 20:24,8/4/2021 22:00,10,81002105,,,CARD,Walsh,5/4/2023 21:34
84774659,Parking Meters,60,8/4/2021 20:24,8/4/2021 21:24,2.25,24002437,,,CARD,East Austin,5/4/2023 21:34
84775171,Parking Meters,120.916664,8/4/2021 21:58,8/4/2021 23:58,4.28,10000542,,,CARD,Core,5/4/2023 21:34
84775172,Parking Meters,119.55,8/4/2021 21:59,8/4/2021 23:59,4.23,10000304,,,CARD,Core,5/4/2023 21:34
84775173,Parking Meters,120.05,8/4/2021 21:58,8/4/2021 23:58,4.25,10000853,,,CARD,Core,5/4/2023 21:34
84775174,Parking Meters,119.75,8/4/2021 21:59,8/4/2021 23:58,4.24,10000854,,,CARD,Core,5/4/2023 21:34
84775178,Parking Meters,120.166664,8/4/2021 21:58,8/4/2021 23:58,4.25,10000717,,,CARD,Core,5/4/2023 21:34
84775180,Parking Meters,75,8/4/2021 21:59,8/4/2021 23:14,2.75,24002424,,,CARD,East Austin,5/4/2023 21:34
84775181,Parking Meters,119.26667,8/4/2021 21:59,8/4/2021 23:58,4.22,10000634,,,CARD,Core,5/4/2023 21:34
84775184,Parking Meters,118.583336,8/4/2021 22:00,8/4/2021 23:58,4.2,10000627,,,CARD,Core,5/4/2023 21:34
84775185,Parking Meters,60,8/4/2021 22:01,8/4/2021 23:01,2.25,10000336,,,CARD,Core,5/4/2023 21:34
84775186,Parking Meters,90,8/4/2021 22:01,8/4/2021 23:31,3.25,10000305,,,CARD,Core,5/4/2023 21:34
84775189,Parking Meters,117.23333,8/4/2021 22:01,8/4/2021 23:58,4.15,10001018,,,CARD,Core,5/4/2023 21:34
84775190,Parking Meters,75,8/4/2021 22:01,8/4/2021 23:16,2.75,10000510,,,CARD,Core,5/4/2023 21:34
84775192,Parking Meters,15,8/4/2021 22:02,8/4/2021 22:17,0.5,10000224,,,COINS,Core,5/4/2023 21:34
84775222,Parking Meters,60,8/4/2021 22:14,8/4/2021 23:14,2.25,24002403,,,CARD,East Austin,5/4/2023 21:34
84775224,Parking Meters,103.95,8/4/2021 22:15,8/4/2021 23:59,3.71,10000704,,,CARD,Core,5/4/2023 21:34
84775225,Parking Meters,104.183334,8/4/2021 22:14,8/4/2021 23:58,3.72,10000607,,,CARD,Core,5/4/2023 21:34
84775288,Parking Meters,86.416664,8/4/2021 22:32,8/4/2021 23:58,3.13,10000323,,,CARD,Core,5/4/2023 21:34
84775289,Parking Meters,85.88333,8/4/2021 22:33,8/4/2021 23:58,3.11,10000539,,,CARD,Core,5/4/2023 21:34
84775291,Parking Meters,60,8/4/2021 22:34,8/4/2021 23:34,2.25,10000102,,,CARD,Core,5/4/2023 21:34
84775292,Parking Meters,60,8/4/2021 22:33,8/4/2021 23:33,2.25,10000626,,,CARD,Core,5/4/2023 21:34
84775293,Parking Meters,60,8/4/2021 22:33,8/4/2021 23:33,2.25,10000129,,,CARD,Core,5/4/2023 21:34
84775294,Parking Meters,83.566666,8/4/2021 22:35,8/4/2021 23:58,3.03,10000335,,,CARD,Core,5/4/2023 21:34
84775295,Parking Meters,84.23333,8/4/2021 22:34,8/4/2021 23:58,3.05,24002472,,,CARD,East Austin,5/4/2023 21:34
84775296,Parking Meters,85.05,8/4/2021 22:33,8/4/2021 23:59,3.08,10000620,,,CARD,Core,5/4/2023 21:34
84775297,Parking Meters,60,8/4/2021 22:37,8/4/2021 23:37,2.25,10000109,,,CARD,Core,5/4/2023 21:34
84775298,Parking Meters,262.51666,8/4/2021 22:37,8/5/2021 3:00,5,91001901,,,CARD,MACC Lot,5/4/2023 21:34
84775300,Parking Meters,60,8/4/2021 22:37,8/4/2021 23:37,2.25,10000509,,,CARD,Core,5/4/2023 21:34
84775344,Parking Meters,68.333336,8/4/2021 22:50,8/4/2021 23:58,2.52,10001217,,,CARD,Core,5/4/2023 21:34
84775346,Parking Meters,68.96667,8/4/2021 22:50,8/4/2021 23:58,2.54,10001018,,,CARD,Core,5/4/2023 21:34
84775741,Parking Meters,319.8,8/5/2021 6:40,8/5/2021 12:00,10.75,10000306,,,CARD,Core,5/4/2023 21:34
84775744,Parking Meters,139.98334,8/5/2021 6:40,8/5/2021 9:00,2,10000130,,,COINS,Core,5/4/2023 21:34
84775745,Parking Meters,184.98334,8/5/2021 6:40,8/5/2021 9:45,3.75,10000826,,,CARD,Core,5/4/2023 21:34
84775748,Parking Meters,319.65,8/5/2021 6:40,8/5/2021 12:00,10.75,10001046,,,CARD,Core,5/4/2023 21:34
84775935,Parking Meters,536.45,8/5/2021 7:03,8/5/2021 16:00,29.25,20001705,,,CARD,Non-Core,5/4/2023 21:34
84775937,Parking Meters,102.7,8/5/2021 7:02,8/5/2021 8:45,1.5,61001612,,,COINS,Rainey,5/4/2023 21:34
84775939,Parking Meters,202.03334,8/5/2021 7:02,8/5/2021 10:25,5,35002510,,,COINS,West Campus,5/4/2023 21:34
84775940,Parking Meters,432.58334,8/5/2021 7:02,8/5/2021 14:15,20,20001709,,,CARD,Non-Core,5/4/2023 21:34
84775942,Parking Meters,296.96667,8/5/2021 7:03,8/5/2021 12:00,10.75,20000948,,,CARD,Non-Core,5/4/2023 21:34
84775944,Parking Meters,535.2833,8/5/2021 7:04,8/5/2021 16:00,29.25,20001705,,,CARD,Non-Core,5/4/2023 21:34
84775945,Parking Meters,290.75,8/5/2021 7:03,8/5/2021 11:54,10,10001036,,,COINS,Core,5/4/2023 21:34
84775948,Parking Meters,565.9667,8/5/2021 7:04,8/5/2021 16:30,31,20001709,,,CARD,Non-Core,5/4/2023 21:34
84775950,Parking Meters,429.16666,8/5/2021 7:05,8/5/2021 14:15,20,10000116,,,CARD,Core,5/4/2023 21:34
84775952,Parking Meters,398.93332,8/5/2021 7:06,8/5/2021 13:45,17.75,20001304,,,CARD,Non-Core,5/4/2023 21:34
84775953,Parking Meters,263.88333,8/5/2021 7:06,8/5/2021 11:30,8.5,10001032,,,CARD,Core,5/4/2023 21:34
84775954,Parking Meters,287.76666,8/5/2021 7:06,8/5/2021 11:54,10,10001036,,,COINS,Core,5/4/2023 21:34
84775964,Parking Meters,110.916664,8/5/2021 7:09,8/5/2021 9:00,2.25,20001420,,,CARD,Non-Core,5/4/2023 21:34
84775970,Parking Meters,290.81668,8/5/2021 7:09,8/5/2021 12:00,10.75,10000130,,,CARD,Core,5/4/2023 21:34
84776626,Parking Meters,225,8/5/2021 8:17,8/5/2021 12:02,9.5,20000947,,,CARD,Non-Core,5/4/2023 21:34
84776631,Parking Meters,117,8/5/2021 8:17,8/5/2021 10:14,3.9,20001426,,,COINS,Non-Core,5/4/2023 21:34
84776632,Parking Meters,120,8/5/2021 8:17,8/5/2021 10:17,4.25,10000202,,,CARD,Core,5/4/2023 21:34
84776633,Parking Meters,240,8/5/2021 8:16,8/5/2021 12:16,10.75,10000305,,,CARD,Core,5/4/2023 21:34
84776634,Parking Meters,165,8/5/2021 8:17,8/5/2021 11:02,6.25,10000624,,,CARD,Core,5/4/2023 21:34
84776732,Parking Meters,60,8/5/2021 8:25,8/5/2021 9:25,2.25,10000119,,,CARD,Core,5/4/2023 21:34
84776734,Parking Meters,60,8/5/2021 8:27,8/5/2021 9:27,2.25,10000401,,,CARD,Core,5/4/2023 21:34
84776735,Parking Meters,60,8/5/2021 8:26,8/5/2021 9:26,2.25,71002016,,,CARD,Toomey,5/4/2023 21:34
84776736,Parking Meters,210,8/5/2021 8:26,8/5/2021 11:56,8.5,10000443,,,CARD,Core,5/4/2023 21:34
84776737,Parking Meters,105,8/5/2021 8:26,8/5/2021 10:11,3.75,28002802,,,CARD,Austin High,5/4/2023 21:34
84776741,Parking Meters,165,8/5/2021 8:27,8/5/2021 11:12,6.25,10000407,,,CARD,Core,5/4/2023 21:34
84776743,Parking Meters,60,8/5/2021 8:27,8/5/2021 9:27,2.25,10001047,,,CARD,Core,5/4/2023 21:34
84776744,Parking Meters,121.5,8/5/2021 8:26,8/5/2021 10:27,4.05,35002523,,,COINS,West Campus,5/4/2023 21:34
84776748,Parking Meters,812.5333,8/5/2021 8:27,8/5/2021 22:00,10,81002105,,,CARD,Walsh,5/4/2023 21:34
84776753,Parking Meters,90,8/5/2021 8:27,8/5/2021 9:57,3.25,10001041,,,CARD,Core,5/4/2023 21:34
84776758,Parking Meters,195,8/5/2021 8:27,8/5/2021 11:42,7.75,61001616,,,CARD,Rainey,5/4/2023 21:34
84776759,Parking Meters,375,8/5/2021 8:28,8/5/2021 14:43,20,10001031,,,CARD,Core,5/4/2023 21:34
84776760,Parking Meters,60,8/5/2021 8:28,8/5/2021 9:28,2,10000304,,,COINS,Core,5/4/2023 21:34
84776763,Parking Meters,150,8/5/2021 8:29,8/5/2021 10:59,5.5,10000109,,,CARD,Core,5/4/2023 21:34
84776764,Parking Meters,570.85,8/5/2021 8:29,8/5/2021 17:59,36.08,35001557,,,CARD,West Campus,5/4/2023 21:34
84776766,Parking Meters,150,8/5/2021 8:28,8/5/2021 10:58,5.5,10001041,,,CARD,Core,5/4/2023 21:34
84776769,Parking Meters,390,8/5/2021 8:29,8/5/2021 14:59,21,20001705,,,CARD,Non-Core,5/4/2023 21:34
84776771,Parking Meters,60,8/5/2021 8:29,8/5/2021 9:29,2.25,10000443,,,CARD,Core,5/4/2023 21:34
84776804,Parking Meters,165,8/5/2021 8:31,8/5/2021 11:16,6.25,10000302,,,CARD,Core,5/4/2023 21:34
84776809,Parking Meters,600,8/5/2021 8:32,8/5/2021 18:32,39.25,10000443,,,CARD,Core,5/4/2023 21:34
84776810,Parking Meters,165,8/5/2021 8:31,8/5/2021 11:16,6.25,20001751,,,CARD,Non-Core,5/4/2023 21:34
84776812,Parking Meters,150,8/5/2021 8:33,8/5/2021 11:03,5.5,10000125,,,CARD,Core,5/4/2023 21:34
84776813,Parking Meters,75,8/5/2021 8:32,8/5/2021 9:47,2.75,35001562,,,CARD,West Campus,5/4/2023 21:34
84776814,Parking Meters,120,8/5/2021 8:32,8/5/2021 10:32,4.25,24002473,,,CARD,East Austin,5/4/2023 21:34
84776815,Parking Meters,60,8/5/2021 8:33,8/5/2021 9:33,2.25,27002701,,,CARD,Colorado River,5/4/2023 21:34
84776886,Parking Meters,60,8/5/2021 8:38,8/5/2021 9:38,2.25,35001562,,,CARD,West Campus,5/4/2023 21:34
84776893,Parking Meters,150,8/5/2021 8:39,8/5/2021 11:09,5.5,20001724,,,CARD,Non-Core,5/4/2023 21:34
84776895,Parking Meters,195,8/5/2021 8:40,8/5/2021 11:55,7.75,20000943,,,CARD,Non-Core,5/4/2023 21:34
84776897,Parking Meters,150,8/5/2021 8:39,8/5/2021 11:09,5.5,35001558,,,CARD,West Campus,5/4/2023 21:34
84776900,Parking Meters,90,8/5/2021 8:39,8/5/2021 10:09,3.25,10000129,,,CARD,Core,5/4/2023 21:34
84776903,Parking Meters,555,8/5/2021 8:40,8/5/2021 17:55,35,10000121,,,CARD,Core,5/4/2023 21:34
84776981,Parking Meters,144,8/5/2021 8:46,8/5/2021 11:10,4.95,10000525,,,COINS,Core,5/4/2023 21:34
84776982,Parking Meters,105,8/5/2021 8:48,8/5/2021 10:33,3.75,20001426,,,CARD,Non-Core,5/4/2023 21:34
84776983,Parking Meters,90,8/5/2021 8:48,8/5/2021 10:18,3.25,10001047,,,CARD,Core,5/4/2023 21:34
84776985,Parking Meters,195,8/5/2021 8:47,8/5/2021 12:02,7.75,35001540,,,CARD,West Campus,5/4/2023 21:34
84776986,Parking Meters,60,8/5/2021 8:46,8/5/2021 9:46,2.25,35001559,,,CARD,West Campus,5/4/2023 21:34
84776991,Parking Meters,195,8/5/2021 8:47,8/5/2021 12:02,7.75,61001608,,,CARD,Rainey,5/4/2023 21:34
84776995,Parking Meters,150,8/5/2021 8:48,8/5/2021 11:18,5.5,10001051,,,CARD,Core,5/4/2023 21:34
84776996,Parking Meters,131.55,8/5/2021 8:48,8/5/2021 11:00,2.25,26002623,,,CARD,Mueller,5/4/2023 21:34
84777187,Parking Meters,60,8/5/2021 9:02,8/5/2021 10:02,2.25,10001217,,,CARD,Core,5/4/2023 21:34
84777300,Parking Meters,120,8/5/2021 9:10,8/5/2021 11:10,4,10000518,,,COINS,Core,5/4/2023 21:34
84777302,Parking Meters,60,8/5/2021 9:10,8/5/2021 10:10,2.25,10000443,,,CARD,Core,5/4/2023 21:34
84777303,Parking Meters,60,8/5/2021 9:10,8/5/2021 10:10,2.25,10000301,,,CARD,Core,5/4/2023 21:34
84777305,Parking Meters,195,8/5/2021 9:10,8/5/2021 12:25,7.75,10001048,,,CARD,Core,5/4/2023 21:34
84777306,Parking Meters,60,8/5/2021 9:10,8/5/2021 10:10,2.25,10000311,,,CARD,Core,5/4/2023 21:34
84777309,Parking Meters,90,8/5/2021 9:11,8/5/2021 10:41,3,81002102,,,CARD,Butler Shores,5/4/2023 21:34
84777314,Parking Meters,180,8/5/2021 9:10,8/5/2021 12:10,7.25,10000856,,,CARD,Core,5/4/2023 21:34
84777315,Parking Meters,60,8/5/2021 9:11,8/5/2021 10:11,2.25,10000826,,,CARD,Core,5/4/2023 21:34
84777316,Parking Meters,105,8/5/2021 9:11,8/5/2021 10:56,3.75,10000704,,,CARD,Core,5/4/2023 21:34
84777317,Parking Meters,135,8/5/2021 9:10,8/5/2021 11:25,4.75,10000419,,,CARD,Core,5/4/2023 21:34
84777318,Parking Meters,60,8/5/2021 9:11,8/5/2021 10:11,2.25,10001215,,,CARD,Core,5/4/2023 21:34
84777320,Parking Meters,120,8/5/2021 9:11,8/5/2021 11:11,4.25,10000130,,,CARD,Core,5/4/2023 21:34
