Scenario,Car_ID,Arrival_Time,Queue_Time,Search_Time,Parking_Duration,Jenis
MANUAL,Car_1942,3572.0,0.0,6.59637818207384,105.0,Manual
MANUAL,Car_1972,3618.0,0.0,7.682822746834331,60.0,Manual
MANUAL,Car_1971,3617.0,0.0,8.914464360143892,60.0,Manual
MANUAL,Car_1916,3528.0,0.0,12.478832884018773,150.0,Manual
MANUAL,Car_1936,3565.0,0.0,5.629145402772588,120.0,Manual
MANUAL,Car_1808,3400.0,8.608267725636779,12.79560557051548,270.0,Manual
MANUAL,Car_1975,3629.0,0.0,3.9785300882434402,60.0,Manual
MANUAL,Car_1976,3630.0,0.0,3.830504081560367,60.0,Manual
MANUAL,Car_1960,3599.0,0.0,5.073425002597663,90.0,Manual
MANUAL,Car_1977,3631.0,0.0,3.9779009447330065,60.0,Manual
MANUAL,Car_1973,3628.0,0.0,7.958631171498066,60.0,Manual
MANUAL,Car_1983,3652.0,0.0,8.480571139502658,37.5,Manual
MANUAL,Car_1962,3604.0,0.0,5.404087024167092,90.0,Manual
MANUAL,Car_1678,3288.0,0.7571662370296508,9.68843687992165,403.88333,Manual
MANUAL,Car_1949,3579.0,0.0,7.639938474502655,120.0,Manual
MANUAL,Car_1952,3587.0,0.0,6.654712342422134,120.0,Manual
MANUAL,Car_2036,3689.0,0.0,6.813892907138036,18.0,Manual
MANUAL,Car_1982,3647.0,0.0,7.17526991844105,60.0,Manual
MANUAL,Car_1907,3511.0,0.0,12.500367011314186,195.0,Manual
MANUAL,Car_1990,3655.0,0.0,5.061834740230369,60.0,Manual
MANUAL,Car_1989,3654.0,0.0,6.789569667509657,60.0,Manual
MANUAL,Car_1883,3484.0,0.0,15.213792219875023,225.0,Manual
MANUAL,Car_1974,3628.0,0.0,7.526918542539091,91.433334,Manual
MANUAL,Car_1996,3660.0,0.0,9.515493814972261,59.983334,Manual
MANUAL,Car_2002,3665.0,0.0,5.60787460521759,60.0,Manual
MANUAL,Car_1925,3544.0,0.0,6.84831616836039,180.0,Manual
MANUAL,Car_2017,3676.0,0.0,11.055391707082375,45.0,Manual
MANUAL,Car_2003,3666.0,0.0,10.285523686246114,60.0,Manual
MANUAL,Car_2006,3669.0,0.0,9.117270507177349,60.0,Manual
MANUAL,Car_1967,3613.0,0.0,6.0054652420083245,120.0,Manual
MANUAL,Car_1947,3578.0,0.0,11.39128823276742,150.0,Manual
MANUAL,Car_2013,3673.0,0.0,6.7645362337239945,60.0,Manual
MANUAL,Car_2018,3676.0,0.0,10.849111453793322,60.0,Manual
MANUAL,Car_2021,3677.0,0.0,12.230885847160096,60.0,Manual
MANUAL,Car_1987,3654.0,0.0,5.31836548853502,90.0,Manual
MANUAL,Car_2027,3680.0,0.0,9.712925039328244,60.0,Manual
MANUAL,Car_1991,3656.0,0.0,4.150667862372376,90.0,Manual
MANUAL,Car_1980,3639.0,0.0,6.475078090158813,105.0,Manual
MANUAL,Car_1992,3657.0,0.0,4.445412884230487,90.0,Manual
MANUAL,Car_1934,3565.0,0.0,8.30978774506032,180.0,Manual
MANUAL,Car_1889,3493.0,0.0,10.483322321471823,250.0,Manual
MANUAL,Car_2035,3687.0,0.0,7.133169884149893,60.0,Manual
MANUAL,Car_1993,3658.0,0.0,8.356645903284496,90.0,Manual
MANUAL,Car_2024,3679.0,0.0,8.0861997220754,73.5,Manual
MANUAL,Car_1953,3587.0,0.0,11.475632660810634,165.0,Manual
MANUAL,Car_1995,3659.0,0.0,4.258001955964975,105.0,Manual
MANUAL,Car_2009,3671.0,0.0,10.06074956448887,90.0,Manual
MANUAL,Car_2032,3685.0,0.0,12.39717798335535,75.0,Manual
MANUAL,Car_2044,3708.0,0.0,5.185119679361276,60.0,Manual
MANUAL,Car_2042,3699.0,0.0,6.423253804430004,75.0,Manual
MANUAL,Car_1964,3609.0,0.0,7.429799934103702,165.0,Manual
MANUAL,Car_1981,3646.0,0.0,3.9743201376025867,135.0,Manual
MANUAL,Car_1998,3662.0,0.0,9.15476304347151,120.0,Manual
MANUAL,Car_2050,3727.0,0.0,6.1359677780421364,60.0,Manual
MANUAL,Car_2047,3711.0,0.0,12.2879381235386,75.0,Manual
MANUAL,Car_2011,3672.0,0.0,7.066299845912247,120.0,Manual
